url
https://apps-stage.juniper.net/newhome/segments
https://apps-stage.juniper.net/newhome/products?segment=Cloud%20Providers&subSegment=Campus
https://apps-stage.juniper.net/newhome/getTasks?p=NorthStar%20Controller&userType=int
https://apps-stage.juniper.net/newhome/getProductOverview?product=NorthStar%20Controller
https://apps-stage.juniper.net/feature-explorer/getReleasesToCompare.html?prodKey=92901415
